	MAG5	MAG10	MAG16	MAG18	MAG21	MAG24	MAG27	MAG31	MAG34	MAG40	MAG41	MAG42	MAG48	MAG62	MAG66	MAG73	MAG88	MAG97	MAG121	MAG123	MAG144B	MAG145	MAG146	MAG148B	MAG154	MAG157	MAG158B	MAG169	MAG176B	MAG177	MAG182	MAG183	MAG184	MAG191	MAG192D	MAG199	MAG200	MAG201	MAG204	MAG215	MAG220	MAG221	MAG225	MAG230	MAG242	MAG243A	MAG245	MAG248	MAG258	MAG259	MAG278	MAG282	MAG286	MAG313	MAG320	MAG322	MAG325	MAG342	MAG358	MAG373	MAG384	MAG386	MAG406	MAG417	MAG420	MAG513	MAG514	MAG523	MAG530	MAG533	MAG539	MAG540	MAG701B	MAG714A	MAG722B	MAG726B	MAG726A	MAG733A	MAG739A	MAG746B	MAG746A	MAG748A	MAG749C	MAG749B	MAG755A	MAG761A
M_833A_S1	0.000502435	0.000610649	0.000409744	0.000352832	0.000849688	0.000520069	8.11E-05	0.000384429	0.000708743	0.000388081	0.000610855	0.000953333	0.000497477	0.000730046	0.000515848	0.000570685	0.000904866	0.000840473	0.000273064	0.000559488	0.000632432	0.000491186	0.000581337	0.000424988	0.000867731	0.000633323	0.000795023	0.000895475	0.000654175	0.000447839	0.000431798	0.000420115	0.000570451	0.000822309	0.000422083	0.000507685	0.000604347	0.00112929	0.000651941	0.000594783	0.000258762	0.000366009	0.00056232	0.000531557	0.000373803	0.000787625	0.000664081	0.000419016	0.000987324	0.00072226	0.000490305	0.000593923	0.000403315	0.000860896	0.00107951	0.000485594	0.000605881	0.000819639	0.00052355	0.000959837	0.000643439	0.000807249	0.000578011	0.000125307	0.00141523	0.0012163	0.00119266	0.000525678	0.000577946	0.00126585	0.000422899	0.000567383	0.000593309	0.000878042	0.000692719	0.000701085	0.000916083	0.000561191	0.000658306	0.00049	0.000629505	0.000553385	0.000671446	0.0005275	0.00052937	0.000736993
M_833B_S84	0.000493922	0.000426713	0.000596154	0.000406864	0.000855844	0.000755282	0.000109465	0.000438461	0.000655064	0.000400227	0.000511136	0.00102006	0.0006331	0.000702732	0.000699707	0.000854001	0.000737798	0.000632732	0.000287995	0.000673531	0.000686181	0.000718844	0.000512088	0.00045179	0.000943084	0.000774356	0.00056316	0.000796774	0.000642926	0.000534783	0.000825843	0.000446498	0.000510246	0.000641679	0.00073249	0.000512753	0.000685522	0.00109242	0.000719681	0.000477257	0.000248677	0.000401639	0.000727487	0.000517878	0.000455691	0.000713661	0.000675591	0.00049131	0.000955474	0.000598808	0.000588354	0.000807753	0.000609667	0.000740901	0.00100092	0.000467463	0.000765263	0.000764732	0.000574554	0.000854086	0.000834132	0.000834796	0.000567206	0.000260755	0.00125666	0.00116173	0.00102774	0.000886162	0.000806752	0.00099789	0.000427847	0.000639986	0.000558235	0.000842283	0.000629539	0.000872809	0.0008252	0.000698961	0.000589834	0.00069658	0.000736066	0.000545114	0.00067693	0.00053792	0.000655429	0.000650742
M_833C_S47	0.000375178	0.000244555	0.000386234	0.000255069	0.000408358	0.000465436	0.000106193	0.000292825	0.000597203	0.000330249	0.000397811	0.00082745	0.000388339	0.000470274	0.000391523	0.000505241	0.000700366	0.000611545	0.000209536	0.00044478	0.000473872	0.000464419	0.000361684	0.000251766	0.000656396	0.000447541	0.000417412	0.000635999	0.00034361	0.000373687	0.000510004	0.000280855	0.00040272	0.000589671	0.000460743	0.000428884	0.00041326	0.000820561	0.000477493	0.000332692	0.000190346	0.000265003	0.000468157	0.000406126	0.0002638	0.000452234	0.000567878	0.000301085	0.000550864	0.000452404	0.000401973	0.000568208	0.000399269	0.000656379	0.000673223	0.000355877	0.000304975	0.000569844	0.000307708	0.000522016	0.000377747	0.000600155	0.000435051	0.000192731	0.000551364	0.000597175	0.000613019	0.000534006	0.000364495	0.000586379	0.000318829	0.000495515	0.000312267	0.000468691	0.000333865	0.00037662	0.000475846	0.00041284	0.000351639	0.00040474	0.000431212	0.000442317	0.000494478	0.000332758	0.000458078	0.000456957
M_833E_S128	0.000764492	0.000489485	0.000755941	0.000499294	0.00116904	0.00104648	7.37E-05	0.000569782	0.000623826	0.000516822	0.00112087	0.000856579	0.00092309	0.00111999	0.000762329	0.000891539	0.00103873	0.00116207	0.00025205	0.00103674	0.00103982	0.000811309	0.000741569	0.000464602	0.000760733	0.00095246	0.00075364	0.00124604	0.000912715	0.000668209	0.000744638	0.000638632	0.000779873	0.00107825	0.000915492	0.000848481	0.00136638	0.00107379	0.000787032	0.00064573	0.000390966	0.000425405	0.000909204	0.00127818	0.000851624	0.00130426	0.0008624	0.000692341	0.00126141	0.000829736	0.000708926	0.00118511	0.000516578	0.00109726	0.00136448	0.000551368	0.00115432	0.00110874	0.00065645	0.00122863	0.00111785	0.00112492	0.000777815	0.000329371	0.00157551	0.00140951	0.00150745	0.00095084	0.00115821	0.00142218	0.000959033	0.00116	0.000831978	0.00107714	0.000884475	0.000927201	0.00110344	0.000799743	0.0010239	0.000734949	0.000866598	0.000820327	0.00104536	0.000752163	0.000904198	0.0010948
M_834B_S61	0.000521388	0.000406544	0.000509721	0.000459818	0.000650367	0.000615394	7.06E-05	0.000610871	0.00056988	0.000351357	0.000472068	0.00108302	0.000721784	0.000632745	0.000512181	0.000672416	0.000740102	0.00067745	0.000218977	0.000577893	0.000620529	0.000399741	0.000533549	0.000415949	0.000592937	0.000643213	0.000570069	0.000829271	0.00074761	0.000557096	0.000580344	0.000360529	0.000521328	0.000646735	0.000454883	0.000579279	0.000447451	0.00100051	0.000581226	0.000426893	0.000265668	0.000389062	0.000554392	0.000503724	0.000322717	0.000882168	0.000630614	0.000381109	0.000869182	0.000683283	0.000603849	0.000573588	0.000325843	0.000850566	0.000955002	0.000635191	0.000475542	0.000821118	0.000312294	0.000832727	0.0005412	0.000890307	0.000599803	0.000143736	0.000899667	0.000938015	0.000984655	0.000664169	0.000559172	0.000925164	0.000413605	0.000543716	0.00052253	0.000759905	0.000654097	0.000660898	0.000798908	0.000632953	0.000592183	0.000708483	0.000735076	0.00065141	0.000741501	0.000435792	0.00065393	0.000627656
M_834C_S58	0.000409797	0.000430517	0.000429717	0.000398937	0.000680104	0.000516494	0	0.000379453	0.000622712	0.000324031	0.000468706	0.000863356	0.000426561	0.000583363	0.000414493	0.000491232	0.000619444	0.000608908	0.000264057	0.000466772	0.000498401	0.000399091	0.00046273	0.000467401	0.000468614	0.000543652	0.000463098	0.000743673	0.000777543	0.000440739	0.000483062	0.000427433	0.000459033	0.00058698	0.000551217	0.000448998	0.000425931	0.000825059	0.000459654	0.000398248	0.00032016	0.00042841	0.000490291	0.00043368	0.000311618	0.000538045	0.000511575	0.000326753	0.000567618	0.000517001	0.00041032	0.000696202	0.000338967	0.00070706	0.000705709	0.000649266	0.000427774	0.000700633	0.000324896	0.000655136	0.00109117	0.000666552	0.000493609	0.000148166	0.000727944	0.00070872	0.000726128	0.000478798	0.00103648	0.00072631	0.000332655	0.000405208	0.00052425	0.000613942	0.000567747	0.00054994	0.000654955	0.000483483	0.000520127	0.00054196	0.000560176	0.000569438	0.000572208	0.000346212	0.000461648	0.000541787
M_834D_S173	0.000686365	0.000406446	0.000486869	0.000368608	0.000938329	0.000569016	0.000151984	0.000649809	0.000750711	0.000503472	0.000619542	0.000985552	0.000625371	0.000778475	0.000706887	0.00100336	0.000851266	0.000854127	0.000437456	0.000699448	0.000714329	0.000501905	0.000558195	0.000523028	0.000628952	0.0007415	0.000787435	0.00105421	0.000805618	0.000509482	0.000628432	0.000495213	0.00061703	0.000807498	0.000719724	0.000623397	0.00069046	0.00107616	0.0004981	0.00047308	0.000122926	0.000533484	0.000530255	0.000582029	0.000404997	0.00100035	0.000811446	0.000489175	0.000947564	0.000845738	0.000624956	0.000882837	0.000518189	0.00108291	0.000971251	0.000728553	0.00059259	0.000904394	0.000499924	0.000908571	0.000726124	0.000966593	0.000738664	0.000213459	0.00120743	0.000959797	0.00097805	0.000963683	0.000713559	0.00106257	0.000691201	0.000777496	0.00068944	0.000814048	0.00075853	0.000689299	0.000793106	0.000695049	0.000728526	0.000876049	0.000899434	0.000718981	0.000796108	0.000549605	0.000658943	0.00078843
M_834E_S140	0.000710541	0.000437932	0.000606199	0.000448607	0.000726916	0.00071278	0.000143834	0.00052514	0.000728471	0.000430768	0.000583833	0.00105202	0.000613814	0.000615517	0.000643987	0.000624915	0.000854519	0.00093202	0.00018457	0.000652342	0.000839396	0.000399687	0.000551632	0.000449907	0.000604129	0.00071927	0.000710721	0.00100929	0.000765038	0.000541943	0.000777031	0.000448704	0.00069581	0.000884573	0.000795297	0.000610354	0.000732705	0.00127763	0.000688358	0.000473158	0.000315892	0.00032292	0.000696577	0.000583271	0.000426099	0.00107867	0.000712187	0.000760306	0.000958636	0.000760919	0.000714082	0.000825751	0.000382028	0.000971325	0.00116743	0.000564098	0.000611196	0.00100438	0.00037432	0.00102044	0.000551864	0.00103896	0.000661158	0.000137861	0.0011395	0.00121683	0.00121765	0.000641703	0.000601607	0.00127155	0.000452458	0.000920484	0.000603324	0.000952674	0.000760344	0.000731968	0.000920873	0.000663258	0.000730818	0.000760202	0.000812682	0.000735129	0.000862611	0.000618219	0.000675006	0.000787507
M_836A_S9	0.000457173	0.000420092	0.000637883	0.000445094	0.000476781	0.000426283	0	0.000350421	0.000855162	0.000525329	0.000409061	0.00110506	0.000454156	0.000464674	0.000642744	0.000683434	0.00094561	0.000646972	0.000199812	0.000555243	0.000583582	0.000481049	0.000529381	0.000296688	0.000539889	0.000539984	0.000540445	0.00080607	0.000706171	0.000370566	0.000602484	0.000482909	0.000518802	0.000654289	0.000497577	0.000495956	0.000727248	0.00119837	0.000601824	0.000457458	0.000183302	0.000253661	0.000554777	0.000492501	0.000312178	0.000802218	0.00065711	0.000374567	0.00068701	0.000733641	0.000491369	0.000654345	0.00036821	0.000609857	0.000805608	0.000422417	0.000403109	0.000719269	0.00039634	0.000730744	0.000417708	0.000712651	0.000547786	0.000127455	0.00105521	0.000774542	0.000937573	0.000621177	0.000457278	0.000749926	0.000542869	0.00056699	0.000554298	0.000664103	0.000637081	0.000574712	0.000688005	0.000525778	0.000504733	0.000497678	0.000562821	0.000646743	0.000587854	0.000384882	0.000544404	0.000567963
M_836B_S172	0.000505138	0.000356633	0.000300417	0.000385491	0.000739044	0.000441091	0	0.000368743	0.000806042	0.000331362	0.000477985	0.00112527	0.000484022	0.000668608	0.000508226	0.000511742	0.000867919	0.000601301	0.000281967	0.000522869	0.000573246	0.000324188	0.000500765	0.000393253	0.000606559	0.00058879	0.000514922	0.000796225	0.000603279	0.000385296	0.000643392	0.000396247	0.000491912	0.000572199	0.000377986	0.000499931	0.000568659	0.00112137	0.000354002	0.0004186	0.0002464	0.000356286	0.00052517	0.000476104	0.000355477	0.000877652	0.000597739	0.000368668	0.000901122	0.000575823	0.000554546	0.00068156	0.000287371	0.000873377	0.000840575	0.000476673	0.000474056	0.000705222	0.000440891	0.000758086	0.000633083	0.000774648	0.000578306	0.000105664	0.000875122	0.000814543	0.00104071	0.000475155	0.000622309	0.000852621	0.0003809	0.00067901	0.000471528	0.00069554	0.000634301	0.000568502	0.000896145	0.00057826	0.000566249	0.000561941	0.00063446	0.000639274	0.000694529	0.000646495	0.000537168	0.000671842
M_836C_S68	0.000537935	0.000387867	0.000524534	0.000464519	0.000828345	0.000601485	5.40E-05	0.000463752	0.000921609	0.00044308	0.000452744	0.00107819	0.000497341	0.000706472	0.000561316	0.000664831	0.000916957	0.000708984	0.000145762	0.000616858	0.0006664	0.000489377	0.00055517	0.00043544	0.000613712	0.000710943	0.000686648	0.000900823	0.000955147	0.000404245	0.000654819	0.000465853	0.000679146	0.00067921	0.000688793	0.000584735	0.00062534	0.00122031	0.000625514	0.000487819	0.000362205	0.000292308	0.000583151	0.000493054	0.000428315	0.00100004	0.000629923	0.000521393	0.000932551	0.000666392	0.000663199	0.000848659	0.00045104	0.000794054	0.00110311	0.000571428	0.000692393	0.000836121	0.000503938	0.000995724	0.000478328	0.000886811	0.000592411	0.000158665	0.00127598	0.00105653	0.00112741	0.000735348	0.000449325	0.00118582	0.000441665	0.000597296	0.000599483	0.000919306	0.000793911	0.00077595	0.000920759	0.000637179	0.000643428	0.000592322	0.00067449	0.000598259	0.00078026	0.000569621	0.000535144	0.000761897
M_836E_S191	0.000354232	0.000229764	0.000362121	0.000275661	0.000325804	0.000312579	0	0.000246484	0.000507953	0.000240046	0.000279106	0.000766926	0.000329194	0.000421869	0.000397662	0.000451245	0.000597089	0.000467453	0.000219411	0.000344271	0.000439997	0.000202607	0.000440647	0.000395453	0.000389606	0.000481747	0.000530368	0.000566363	0.000473137	0.000255777	0.000398493	0.000290144	0.000304675	0.000441715	0.000283639	0.000329775	0.000342522	0.000788941	0.000383689	0.00041047	0.00020474	0.000307494	0.000383688	0.000471986	0.000214335	0.000589022	0.000398245	0.000361419	0.000542512	0.000402093	0.000447976	0.000533461	0.000211952	0.000574187	0.000658125	0.00044247	0.000322919	0.000510266	0.000257553	0.000577991	0.000467211	0.000537705	0.000371725	0.000124941	0.000677179	0.000631911	0.000643236	0.000466703	0.000459077	0.000636055	0.000433137	0.000382878	0.00039782	0.000562121	0.000471008	0.000500918	0.00058	0.000390689	0.00041363	0.000401183	0.000414534	0.000412546	0.000429457	0.000305366	0.000352032	0.000436346
M_837A_S19	0.000422513	0.000273892	0.000600559	0.000323151	0.000346863	0.000323678	6.59E-05	0.000334672	0.000730395	0.000335248	0.000383286	0.000945676	0.000387025	0.000661025	0.000395285	0.000467462	0.000900433	0.000746744	0.000113493	0.000433701	0.000491223	0.000346205	0.000407507	0.000241342	0.000629266	0.000627241	0.000417207	0.000712046	0.00063446	0.000333913	0.000555776	0.00045741	0.00041613	0.000706704	0.000516594	0.000435506	0.000597317	0.000826376	0.000280812	0.000392689	0.000144856	0.000228998	0.000485875	0.00043564	0.00028441	0.00051177	0.00047001	0.000286492	0.000878247	0.000477995	0.000419987	0.000541974	0.000297001	0.000646503	0.000915711	0.000484169	0.000546112	0.000625401	0.000429284	0.000733193	0.000529962	0.000691512	0.000463366	0.000118089	0.000998452	0.000912879	0.000806594	0.000507763	0.000497405	0.000887975	0.000542125	0.000522559	0.000490795	0.000717138	0.000699561	0.000705257	0.000723017	0.000533498	0.000632278	0.000533375	0.000567161	0.00048283	0.000555	0.000474705	0.000411597	0.000673006
M_837B_S5	0.000425397	0.000288633	0.000418829	0.000303207	0.000435388	0.00046488	1.96E-05	0.000401745	0.000440395	0.000329165	0.000419741	0.000720904	0.000425815	0.000606903	0.000442229	0.000568519	0.000561317	0.000741439	0.000142828	0.00047199	0.000538077	0.000379238	0.000497455	0.000300548	0.000438555	0.000532082	0.000453362	0.000782061	0.000591652	0.000357395	0.000486146	0.000359119	0.000459576	0.00070273	0.000566702	0.000416125	0.00042944	0.000722176	0.000420716	0.000373521	0.000196354	0.000219031	0.000519392	0.000647486	0.000381986	0.000581114	0.00053468	0.00041397	0.000782301	0.000525306	0.000497585	0.00055126	0.000386322	0.000806157	0.000750915	0.000353732	0.000433092	0.000612297	0.000446664	0.000629713	0.000330538	0.000629887	0.000535521	0.000162792	0.000956727	0.00070365	0.00091257	0.000556557	0.000328467	0.000704116	0.000397733	0.000448458	0.000464624	0.00063235	0.000573833	0.000631447	0.000692476	0.00048438	0.000572239	0.000511952	0.00052939	0.000484767	0.000524268	0.000421879	0.000478135	0.000536658
M_839B_S14	0.000584473	0.000456691	0.00047605	0.000362095	0.000608304	0.000574994	3.25E-05	0.000550135	0.0007062	0.000400887	0.000497624	0.00105043	0.000590956	0.000791062	0.000595501	0.00089161	0.000865477	0.000774227	0.000295271	0.00071622	0.000751236	0.000459481	0.000530942	0.000520212	0.000626414	0.000738799	0.000641228	0.000936499	0.000793141	0.000501203	0.000640036	0.000581158	0.000636349	0.000784999	0.000483787	0.000610465	0.000552021	0.00122552	0.000454549	0.000467605	0.000188605	0.000466059	0.000719491	0.000583375	0.000405064	0.0010197	0.000721173	0.000529395	0.00101471	0.000749722	0.000775343	0.000797425	0.000450258	0.000937598	0.0011917	0.000503844	0.000635523	0.000857455	0.000444733	0.000960271	0.00107701	0.000894065	0.000611045	0.000157468	0.0010958	0.00102301	0.0010456	0.000845822	0.00106573	0.00122363	0.000511101	0.000833121	0.000633504	0.0008844	0.00078821	0.000834627	0.000918111	0.000657477	0.000770425	0.000802155	0.000849241	0.000678854	0.000775948	0.00059507	0.000721609	0.000850706
M_839C_S77	0.000500035	0.000327768	0.000467072	0.000267252	0.000616755	0.000402698	3.37E-05	0.000386648	0.000666705	0.000348779	0.00041594	0.000917649	0.000417653	0.000727576	0.000488986	0.000666948	0.00077353	0.000548043	0.000206292	0.000548183	0.000513454	0.000501087	0.000458615	0.000424928	0.000452174	0.000611136	0.000517824	0.000725521	0.000910376	0.000398994	0.000637825	0.000479986	0.000483893	0.000540263	0.0005801	0.00047616	0.000572813	0.000856683	0.000519336	0.000505313	0.000191666	0.000438568	0.000551572	0.000544034	0.000372889	0.000714525	0.000501297	0.000313389	0.000925972	0.000543026	0.000607	0.000724937	0.000493632	0.00070458	0.000839763	0.000468594	0.00054341	0.00071374	0.00039718	0.000726702	0.00101865	0.000681111	0.000429121	0.000195884	0.000865363	0.00100069	0.000787675	0.000644557	0.0010288	0.0010671	0.000440819	0.00045283	0.000553132	0.000694747	0.000699373	0.000618419	0.000770629	0.000444417	0.000610736	0.000446828	0.00051603	0.000518675	0.000557871	0.000561658	0.000439724	0.0006488
M_839D_S138	0.00038327	0.000289286	0.000457232	0.00020019	0.000586173	0.000491292	4.76E-05	0.000295496	0.000359279	0.000304259	0.000338774	0.000625557	0.000366722	0.000480391	0.000452703	0.000473152	0.000540023	0.000563055	0.00018111	0.000476055	0.000488697	0.000489893	0.000403861	0.00030602	0.000416467	0.000532182	0.000556329	0.00067666	0.000531224	0.000337837	0.00035015	0.000371801	0.000424118	0.000528167	0.000294536	0.000392416	0.000442201	0.000621371	0.000468356	0.000416831	7.45E-05	0.000284045	0.00048687	0.000383056	0.000263491	0.000471444	0.000491226	0.000435634	0.000679403	0.000454903	0.000505675	0.000625357	0.000411155	0.000627483	0.000668912	0.00035064	0.000454006	0.000599621	0.000303753	0.000618054	0.000541215	0.000609779	0.000419102	8.60E-05	0.000926704	0.000749915	0.000674887	0.000476671	0.000543997	0.000675398	0.000363223	0.000650661	0.000412412	0.000569701	0.000615169	0.000495154	0.000722253	0.000444181	0.000562009	0.000442002	0.000507675	0.000439677	0.000474212	0.000428158	0.000374383	0.000585099
M_839E_S151	0.000437355	0.000287723	0.000483488	0.000304861	0.000682716	0.000397226	1.70E-05	0.000369844	0.000508292	0.000370665	0.000420149	0.000803767	0.0004852	0.000632478	0.000458031	0.000749013	0.0005784	0.000614642	0.000145934	0.000514843	0.000590125	0.000506426	0.000470323	0.000400529	0.000444993	0.000523398	0.000478611	0.000707146	0.000535301	0.000409295	0.000550988	0.000386175	0.000491863	0.000594196	0.000642631	0.000448223	0.000465249	0.000752853	0.000424894	0.00038894	0.000233497	0.000278477	0.000506144	0.000625503	0.000330305	0.000566153	0.000549345	0.000493281	0.00063495	0.00053038	0.000568356	0.00062708	0.000430539	0.000737208	0.000774411	0.000522128	0.000456916	0.00066138	0.000357511	0.000682563	0.000575791	0.000713408	0.000471944	0.000171751	0.000830932	0.000758005	0.00075942	0.000730942	0.000567096	0.00075947	0.000370245	0.000579216	0.000433967	0.000663079	0.000528257	0.000512195	0.00061905	0.000491135	0.000526696	0.000497263	0.000545831	0.000494916	0.000573035	0.000446769	0.000536596	0.000572748
M_840A_S148	0.000540186	0.000254832	0.000453781	0.000444508	0.000611286	0.00038592	0.000106464	0.000444869	0.000681021	0.000313217	0.000464137	0.000982811	0.000483272	0.00056382	0.000440537	0.00048364	0.000812889	0.000665638	0.000228652	0.00049184	0.000529414	0.000375423	0.000457327	0.000442787	0.000745481	0.000563885	0.000482598	0.000717665	0.000577059	0.000441356	0.000474006	0.000347392	0.000442001	0.000661252	0.000534652	0.000497842	0.000508084	0.00103085	0.000448361	0.000368767	0.000298844	0.000341809	0.00049018	0.000434547	0.000298147	0.000711397	0.000523679	0.000389615	0.000835642	0.000549127	0.00057407	0.000507971	0.000316496	0.000658028	0.000794332	0.000692256	0.000427605	0.000693808	0.000304767	0.000731638	0.000572133	0.000750685	0.000503505	0.000124911	0.000823022	0.000792502	0.000882696	0.000451583	0.000557063	0.000804598	0.000367199	0.000478777	0.000505968	0.000693275	0.000579654	0.000564824	0.000711677	0.000487395	0.00054294	0.000580093	0.000601521	0.000523414	0.000677938	0.000393145	0.000498557	0.00056405
M_840C_S7	0.00031016	0.000313103	0.000268926	0.000305326	0.000511838	0.000362698	4.25E-05	0.000299382	0.000466733	0.000231722	0.000351161	0.000805153	0.000308471	0.000435934	0.000330737	0.000405316	0.000614073	0.00049547	0.000131524	0.000348595	0.00039021	0.000272867	0.000329226	0.000317034	0.00053475	0.000404116	0.000331205	0.000546954	0.000502814	0.000302966	0.000295853	0.000263368	0.000352368	0.000482798	0.000417738	0.000354519	0.000381614	0.000807175	0.000355806	0.000277638	0.000192387	0.000244518	0.000325657	0.000338868	0.00022269	0.000565095	0.00038087	0.000214405	0.000524405	0.000425976	0.000344202	0.000404354	0.000232888	0.000596579	0.000583933	0.000519891	0.000345122	0.000521278	0.000208177	0.000543781	0.000433451	0.000565261	0.000387704	9.83E-05	0.000644296	0.000633725	0.000662283	0.000393148	0.000407326	0.000635639	0.000240179	0.000452033	0.000385734	0.000508663	0.000431836	0.000432571	0.000541566	0.000366966	0.000399269	0.000438082	0.000461304	0.000394916	0.000458107	0.000305178	0.000340687	0.000448648
M_840D_S179	0.000444004	0.000271442	0.000473128	0.000362645	0.000476771	0.000467585	0.000114176	0.000436198	0.000777185	0.000410931	0.00043548	0.00103817	0.000448374	0.00057809	0.000430368	0.000502122	0.000927872	0.000884688	0.000169028	0.000514028	0.000530945	0.000295565	0.000563024	0.000339966	0.000504877	0.000885778	0.000501407	0.000887558	0.000662956	0.000385077	0.000642342	0.00042629	0.000495349	0.000843428	0.000392381	0.000547873	0.000576279	0.00108038	0.000347897	0.000416181	0.000288329	0.000270696	0.000429758	0.000502662	0.000308797	0.000577552	0.000600971	0.000330009	0.0009458	0.00060641	0.000538708	0.00057401	0.000324033	0.000825627	0.000909814	0.000830823	0.000463826	0.000746072	0.000305026	0.000847456	0.000487799	0.000835846	0.000592147	0.000192674	0.00095277	0.000940915	0.00110933	0.000493703	0.000425129	0.000988158	0.000370592	0.000547052	0.000533418	0.00081707	0.000653062	0.000616139	0.000727145	0.000554533	0.00058247	0.000554728	0.000598169	0.000625092	0.000678111	0.000463676	0.000514349	0.000663516
M_840E_S163	0.000535602	0.000327421	0.000566089	0.000426661	0.000505619	0.000480562	4.16E-05	0.000554516	0.000564411	0.000398624	0.000494521	0.000863939	0.000499526	0.000735392	0.000554091	0.000552639	0.000708097	0.000868278	0.000280696	0.000728697	0.000647863	0.000474359	0.000611675	0.000453435	0.000710555	0.000920502	0.000588496	0.00101066	0.000873552	0.000517792	0.000453235	0.000438866	0.000667398	0.000835587	0.000776861	0.000647843	0.000581758	0.000912007	0.000602628	0.00045309	0.000404256	0.000392247	0.000621031	0.000533128	0.000355108	0.000893059	0.000677378	0.000383499	0.00077489	0.000692301	0.000631585	0.000693919	0.000392562	0.000895594	0.00109487	0.000672099	0.000581697	0.000849801	0.000387655	0.00090028	0.000598279	0.000935878	0.000678731	0.000248517	0.00113184	0.00113381	0.00113889	0.000582325	0.000586148	0.00120178	0.000455853	0.000760278	0.000606729	0.000907834	0.000675862	0.00065269	0.000831731	0.000646961	0.000693669	0.000719056	0.000796743	0.00069673	0.00086327	0.000481091	0.000571398	0.000768074
M_841A_S41	0.00040513	0.000267482	0.000496507	0.00023363	0.000594788	0.000499099	0.000128986	0.000297207	0.000614899	0.000344331	0.00045125	0.000848189	0.000460424	0.000496258	0.000410927	0.000454002	0.000769925	0.00065856	0.000215945	0.000440423	0.000466739	0.000422795	0.000425837	0.000319475	0.000697149	0.000497355	0.000566198	0.000705243	0.000504996	0.000448515	0.000472619	0.000264921	0.00041298	0.000649969	0.000457241	0.00040922	0.00043579	0.000947997	0.000464206	0.00036783	0.000165297	0.000323209	0.000514377	0.000507442	0.000297303	0.000671153	0.000463594	0.000245118	0.000605559	0.000459914	0.000551855	0.000569176	0.000300293	0.000717023	0.00053537	0.000319413	0.000348844	0.000590907	0.00030565	0.000495772	0.000531596	0.000579473	0.000478448	0.000210625	0.000527426	0.000693884	0.000525667	0.000431855	0.000490853	0.000945506	0.000553516	0.00045668	0.000348178	0.000450464	0.000406166	0.000380246	0.000618745	0.000408447	0.00039087	0.000364449	0.000416212	0.000437426	0.000503579	0.000459651	0.000484141	0.000514584
M_841B_S25	0.00042663	0.000345878	0.000489976	0.00029065	0.000384932	0.000577924	3.27E-05	0.000328268	0.000688217	0.000357833	0.000443438	0.000997662	0.000447993	0.000594343	0.000483786	0.000658055	0.000813915	0.00067506	0.00024523	0.000491973	0.00048346	0.000508036	0.000454351	0.000434029	0.000451115	0.000481243	0.000434289	0.00069161	0.000528049	0.000434083	0.000493588	0.000357759	0.000638203	0.00065203	0.000377057	0.000450636	0.00054618	0.00102097	0.000558114	0.000415309	0.000189578	0.00038511	0.000529544	0.000459746	0.000299772	0.000722691	0.0005436	0.00029723	0.000716364	0.000528991	0.000435944	0.000649729	0.000413375	0.000694062	0.000702058	0.00047313	0.000400715	0.000630449	0.000363999	0.000619947	0.00066714	0.000640146	0.000484636	0.000143211	0.000642999	0.000710943	0.000773765	0.00065717	0.000674054	0.000716639	0.000369393	0.000506274	0.000437831	0.000596981	0.000496894	0.000489623	0.000603263	0.000478936	0.000471097	0.000453162	0.000507335	0.000495758	0.000537703	0.000407272	0.000446033	0.000529904
M_841D_S149	0.000632868	0.000456022	0.000758209	0.000465307	0.000557854	0.0005372	0.000142607	0.000423883	0.000884676	0.000521638	0.000570131	0.0011498	0.000597375	0.000878542	0.000659909	0.00118827	0.000962901	0.000987175	0.000187252	0.000669667	0.000731574	0.000748979	0.000681199	0.000529281	0.000613647	0.000811204	0.000652023	0.00113639	0.00100598	0.000513575	0.000650059	0.000559531	0.000611812	0.000956693	0.000470976	0.000650204	0.000692474	0.00112078	0.000717829	0.000682943	0.000310682	0.000499249	0.000693131	0.000571711	0.000470096	0.000813973	0.000857658	0.000533237	0.0010249	0.000800427	0.000623755	0.000776864	0.000684779	0.00109626	0.00119049	0.000615583	0.00067884	0.00106039	0.000565859	0.00109976	0.000991232	0.00102916	0.000749117	0.000236912	0.00117048	0.00118099	0.00119161	0.00117681	0.000958834	0.00123525	0.000566745	0.000920014	0.000693678	0.000956094	0.000964333	0.000809342	0.000965933	0.000683113	0.000822403	0.000602893	0.000707401	0.000684787	0.000878499	0.000629907	0.000582527	0.000950642
